N;Класс_id;Класс;Спек_id;Специализация;Роль;Ресурс;Ресурс2;HP_героя;ATK_героя;DEF_героя;Speed_героя;Слот;skill_id;Название_RU;Название_EN;Иконка;type;type_RU;power;cost;gen;cost_sec;gen_sec;руны;gen_runic;cd_ходы;spellId_WoW;Описание_сейчас;Что_даёт_сейчас;NEW_power;NEW_cost;NEW_gen;NEW_cost_sec;NEW_gen_sec;NEW_cd;NEW_type;NEW_описание;Флаг;Комментарий
230;warlock;Чернокнижник;demonology;Демонология;Боец (DPS);Мана;Осколки души;100;16;4;10;4;hand_guldan;Длань Гул'дана;Hand of Gul'dan;✋;aoe;Урон по области (все враги);0.95;10;0;0;1;;0;2;105174;AoE + бесы + 1 осколок.;Тип: Урон по области (все враги) | Урон по каждому врагу ≈ ATK × 0.95 | Ресурс: −10 Мана, +1 Осколки души | Перезарядка: 2 ход(а/ов);;;;;;;;;;Убрать описание, сделать расход осколков 2, убрать КД
231;warlock;Чернокнижник;demonology;Демонология;Боец (DPS);Мана;Осколки души;100;16;4;10;5;hellfire;Адское пламя;Hellfire;🔥;aoe;Урон по области (все враги);0.8;10;0;0;0;;0;0;1949;AoE вокруг себя.;Тип: Урон по области (все враги) | Урон по каждому врагу ≈ ATK × 0.8 | Ресурс: −10 Мана | Перезарядка: нет (0);;;;;;;;;;Удалить скилл
232;warlock;Чернокнижник;demonology;Демонология;Боец (DPS);Мана;Осколки души;100;16;4;10;6;metamorphosis;Метаморфоза;Metamorphosis;👹;buff;Бафф (усиление);0.28;0;0;1;0;;0;4;103958;Расход 1 осколка: +атака/защита 4 хода.;"Тип: Бафф (усиление) | Бафф: величина эффекта часто = power (0.28) — см. описание; длительность в бою по правилам type=buff | Ресурс: −1 Осколки души | Перезарядка: 4 ход(а/ов)";;;;;;;;;;удалить описание, без затрат , не тратит ход, КД 5 . Бафает собственный урон и урон бесов на 30% на 2 хода, убрать дейсвтие в 4 хода и защиту
233;warlock;Чернокнижник;demonology;Демонология;Боец (DPS);Мана;Осколки души;100;16;4;10;7;doom;Рок;Doom;💀;dot;Урон со временем (DoT);0.75;8;0;0;0;;0;2;603;Долгий DoT.;Тип: Урон со временем (DoT) | DoT: суммарный/тиковый урон завязан на power=0.75 (тик от ATK) | Ресурс: −8 Мана | Перезарядка: 2 ход(а/ов);;;;;;;;;;Удалить скилл
234;warlock;Чернокнижник;demonology;Демонология;Боец (DPS);Мана;Осколки души;100;16;4;10;8;dark_soul;Тёмная душа: Знание;Dark Soul: Knowledge;😈;buff;Бафф (усиление);0.3;0;0;0;0;;0;5;113861;+30% атаки.;"Тип: Бафф (усиление) | Бафф: величина эффекта часто = power (0.3) — см. описание; длительность в бою по правилам type=buff | Перезарядка: 5 ход(а/ов)";;;;;;;;;;Удалить описание, без затрат, действует только на бесов продливая их действия на 3 хода, КД 10
235;warlock;Чернокнижник;demonology;Демонология;Боец (DPS);Мана;Осколки души;100;16;4;10;9;felstorm;Буря Скверны (страж);Felstorm;🌪️;aoe;Урон по области (все враги);0.85;0;0;0;0;;0;3;89751;Страж бьёт по области.;Тип: Урон по области (все враги) | Урон по каждому врагу ≈ ATK × 0.85 | Перезарядка: 3 ход(а/ов);;;;;;;;;;Удалить описание, повысить урон до 30т
236;warlock;Чернокнижник;destruction;Разрушение;Боец (DPS);Мана;Осколки души;90;18;2;11;1;incinerate;Испепеление;Incinerate;🔥;damage;Урон (одна цель);46054;7;0;0;1;;0;0;29722;Заполнитель + 1 осколок (упрощ. угли).;Тип: Урон (одна цель) | Урон ≈ ATK × 1.2 (модификаторы крита/мастерства/vers/баффы) | Ресурс: −7 Мана, +1 Осколки души | Перезарядка: нет (0);;;;;;;;;;Пока без изм
237;warlock;Чернокнижник;destruction;Разрушение;Боец (DPS);Мана;Осколки души;90;18;2;11;2;immolate;Жертвенный огонь;Immolate;🕯️;dot;Урон со временем (DoT);0.6;6;0;0;0;;0;1;348;DoT.;Тип: Урон со временем (DoT) | DoT: суммарный/тиковый урон завязан на power=0.6 (тик от ATK) | Ресурс: −6 Мана | Перезарядка: 1 ход(а/ов);;;;;;;;;;Пока без изм
238;warlock;Чернокнижник;destruction;Разрушение;Боец (DPS);Мана;Осколки души;90;18;2;11;3;chaos_bolt;Стрела Хаоса;Chaos Bolt;☄️;damage;Урон (одна цель);2;10;0;1;0;;0;0;116858;Расход 1 осколка — главный удар.;Тип: Урон (одна цель) | Урон ≈ ATK × 2 (модификаторы крита/мастерства/vers/баффы) | Ресурс: −10 Мана, −1 Осколки души | Перезарядка: нет (0);;;;;;;;;;Пока без изм
239;warlock;Чернокнижник;destruction;Разрушение;Боец (DPS);Мана;Осколки души;90;18;2;11;4;conflag;Поджигание;Conflagrate;💥;damage;Урон (одна цель);45658;5;0;0;1;;0;1;17962;Мгновенно + 1 осколок.;Тип: Урон (одна цель) | Урон ≈ ATK × 1.25 (модификаторы крита/мастерства/vers/баффы) | Ресурс: −5 Мана, +1 Осколки души | Перезарядка: 1 ход(а/ов);;;;;;;;;;Пока без изм
240;warlock;Чернокнижник;destruction;Разрушение;Боец (DPS);Мана;Осколки души;90;18;2;11;5;shadowburn;Ожог Тьмы;Shadowburn;🌑;damage;Урон (одна цель);27395;8;0;1;0;;0;2;17877;Осколок. Добивание ≤35%.;Тип: Урон (одна цель) | Урон ≈ ATK × 1.75 (модификаторы крита/мастерства/vers/баффы) | Ресурс: −8 Мана, −1 Осколки души | Перезарядка: 2 ход(а/ов);;;;;;;;;;Пока без изм
241;warlock;Чернокнижник;destruction;Разрушение;Боец (DPS);Мана;Осколки души;90;18;2;11;6;rain_fire;Огненный ливень;Rain of Fire;🌧️;aoe;Урон по области (все враги);0.8;12;0;0;0;;0;0;5740;AoE.;Тип: Урон по области (все враги) | Урон по каждому врагу ≈ ATK × 0.8 | Ресурс: −12 Мана | Перезарядка: нет (0);;;;;;;;;;Пока без изм
242;warlock;Чернокнижник;destruction;Разрушение;Боец (DPS);Мана;Осколки души;90;18;2;11;7;havoc;Хаос;Havoc;🎯;debuff;Дебафф;0.2;5;0;0;0;;0;3;80240;−атака цели.;Тип: Дебафф | Сила (power)=0.2 — интерпретация по type в движке боя | Ресурс: −5 Мана | Перезарядка: 3 ход(а/ов);;;;;;;;;;Пока без изм
243;warlock;Чернокнижник;destruction;Разрушение;Боец (DPS);Мана;Осколки души;90;18;2;11;8;dark_soul;Тёмная душа: Нестабильность;Dark Soul: Instability;😈;buff;Бафф (усиление);0.3;0;0;0;0;;0;5;113858;+30% атаки.;"Тип: Бафф (усиление) | Бафф: величина эффекта часто = power (0.3) — см. описание; длительность в бою по правилам type=buff | Перезарядка: 5 ход(а/ов)";;;;;;;;;;Пока без изм
244;warlock;Чернокнижник;destruction;Разрушение;Боец (DPS);Мана;Осколки души;90;18;2;11;9;ember_tap;Вытягивание угля;Ember Tap;🔥;heal;Исцеление (цель/союзник);0.25;0;0;1;0;;0;2;114635;Расход 1 осколка — самолечение.;Тип: Исцеление (цель/союзник) | Исцеление завязано на power=0.25 (от ATK/хил-мультипликаторов) | Ресурс: −1 Осколки души | Перезарядка: 2 ход(а/ов);;;;;;;;;;Пока без изм
245;monk;Монах;brewmaster;Хмелевар;Танк;Энергия;Ци;168;12;11;10;1;jab;Джаб;Jab;👊;damage;Урон (одна цель);0.9;40;0;0;1;;0;0;100780;Генератор: +1 ци.;Тип: Урон (одна цель) | Урон ≈ ATK × 0.9 (модификаторы крита/мастерства/vers/баффы) | Ресурс: −40 Энергия, +1 Ци | Перезарядка: нет (0);;;;;;;;;;Удалить описание, расход энергии  20, увеличить урон до 20т
246;monk;Монах;brewmaster;Хмелевар;Танк;Энергия;Ци;168;12;11;10;2;keg_smash;Удар бочонком;Keg Smash;🍺;aoe;Урон по области (все враги);0.9;40;0;0;2;;0;1;121253;Генератор: +2 ци, AoE.;Тип: Урон по области (все враги) | Урон по каждому врагу ≈ ATK × 0.9 | Ресурс: −40 Энергия, +2 Ци | Перезарядка: 1 ход(а/ов);;;;;;;;;;Удалить описание, расход энергии 40. увеличть урон до 40т
247;monk;Монах;brewmaster;Хмелевар;Танк;Энергия;Ци;168;12;11;10;3;blackout;Удар чёрного лотоса;Blackout Kick;🦶;damage;Урон (одна цель);49310;0;0;2;0;;0;0;100784;Расход 2 ци — урон.;Тип: Урон (одна цель) | Урон ≈ ATK × 1.35 (модификаторы крита/мастерства/vers/баффы) | Ресурс: −2 Ци | Перезарядка: нет (0);;;;;;;;;;Удалить описание,без затрат, 45т урона, кд 1
248;monk;Монах;brewmaster;Хмелевар;Танк;Энергия;Ци;168;12;11;10;4;breath;Дыхание огня;Breath of Fire;🔥;aoe;Урон по области (все враги);0.85;0;0;2;0;;0;0;115181;Расход 2 ци — AoE.;Тип: Урон по области (все враги) | Урон по каждому врагу ≈ ATK × 0.85 | Ресурс: −2 Ци | Перезарядка: нет (0);;;;;;;;;;Удалить описание,  снизить ци до 1, увеличть урон до 17т, на пораженные цели вешает дебаф который уменьшает наносимый ими урон на 10% по танку и получают 3т урона каждый ход, действует 5 ходов
249;monk;Монах;brewmaster;Хмелевар;Танк;Энергия;Ци;168;12;11;10;5;guard;Защита;Guard;🛡️;shield;Щит / поглощение;0.45;0;0;2;0;;0;2;115295;Расход 2 ци — щит.;Тип: Щит / поглощение | Щит: сила поглощения связана с power=0.45 и HP/ATK героя | Ресурс: −2 Ци | Перезарядка: 2 ход(а/ов);;;;;;;;;;Удалить описание, без КД
